score,content,length,Case_folded,Tokenized,Stemmed,No_Slang,No_Stop,Ready
Negatif,"Aplikasinya sudah bagus tapi, saya ingin meminta kepada developer instagram untuk memperbaiki bug yg ad di aplikasi tersebut misalnya, tema hitam, filter hilang, mau up story video/foto tidak kerender, kadang juga hacker suka bobol akun saya, udh 2x saya dibobol ama hacker aneh yg ngefollowing org 18+ yg biasanya gk boleh dilihat ank"" mohon untk pihak instagram agar memperbaiki bug dan mengamankan akun lebih ketat lagi",422,aplikasinya sudah bagus tapi saya ingin meminta kepada developer instagram untuk memperbaiki bug yg ad di aplikasi tersebut misalnya tema hitam filter hilang mau up story video foto tidak kerender kadang juga hacker suka bobol akun saya udh x saya dibobol ama hacker aneh yg ngefollowing org yg biasanya gk boleh dilihat ank mohon untk pihak instagram agar memperbaiki bug dan mengamankan akun lebih ketat lagi,"['aplikasinya', 'sudah', 'bagus', 'tapi', 'saya', 'ingin', 'meminta', 'kepada', 'developer', 'instagram', 'untuk', 'memperbaiki', 'bug', 'yg', 'ad', 'di', 'aplikasi', 'tersebut', 'misalnya', 'tema', 'hitam', 'filter', 'hilang', 'mau', 'up', 'story', 'video', 'foto', 'tidak', 'kerender', 'kadang', 'juga', 'hacker', 'suka', 'bobol', 'akun', 'saya', 'udh', 'x', 'saya', 'dibobol', 'ama', 'hacker', 'aneh', 'yg', 'ngefollowing', 'org', 'yg', 'biasanya', 'gk', 'boleh', 'dilihat', 'ank', 'mohon', 'untk', 'pihak', 'instagram', 'agar', 'memperbaiki', 'bug', 'dan', 'mengamankan', 'akun', 'lebih', 'ketat', 'lagi']","['aplikasi', 'sudah', 'bagus', 'tapi', 'saya', 'ingin', 'minta', 'kepada', 'developer', 'instagram', 'untuk', 'baik', 'bug', 'yang', 'ada', 'di', 'aplikasi', 'sebut', 'misal', 'tema', 'hitam', 'filter', 'hilang', 'mau', 'up', 'story', 'video', 'foto', 'tidak', 'kerender', 'kadang', 'juga', 'hacker', 'suka', 'bobol', 'akun', 'saya', 'udh', 'x', 'saya', 'bobol', 'sama', 'hacker', 'aneh', 'yang', 'ngefollowing', 'org', 'yang', 'biasa', 'gk', 'boleh', 'lihat', 'anak', 'mohon', 'untk', 'pihak', 'instagram', 'agar', 'baik', 'bug', 'dan', 'aman', 'akun', 'lebih', 'ketat', 'lagi']","['aplikasi', 'sudah', 'bagus', 'tapi', 'saya', 'ingin', 'minta', 'kepada', 'developer', 'instagram', 'untuk', 'baik', 'bug', 'yang', 'ada', 'di', 'aplikasi', 'sebut', 'misal', 'tema', 'hitam', 'filter', 'hilang', 'mau', 'up', 'story', 'video', 'foto', 'tidak', 'kerender', 'kadang', 'juga', 'hacker', 'suka', 'bobol', 'akun', 'saya', 'udh', 'x', 'saya', 'bobol', 'sama', 'hacker', 'aneh', 'yang', 'ngefollowing', 'org', 'yang', 'biasa', 'gk', 'boleh', 'lihat', 'anak', 'mohon', 'untk', 'pihak', 'instagram', 'agar', 'baik', 'bug', 'dan', 'aman', 'akun', 'lebih', 'ketat', 'lagi']","['aplikasi', 'bagus', 'developer', 'instagram', 'bug', 'aplikasi', 'tema', 'hitam', 'filter', 'hilang', 'up', 'story', 'video', 'foto', 'kerender', 'kadang', 'hacker', 'suka', 'bobol', 'akun', 'udh', 'x', 'bobol', 'hacker', 'aneh', 'ngefollowing', 'org', 'gk', 'lihat', 'anak', 'mohon', 'untk', 'instagram', 'bug', 'aman', 'akun', 'ketat']",aplikasi bagus developer instagram bug aplikasi tema hitam filter hilang up story video foto kerender kadang hacker suka bobol akun udh x bobol hacker aneh ngefollowing org gk lihat anak mohon untk instagram bug aman akun ketat
Negatif,"Instagram sekarang jelek skali. Bbrp hari ini tiap buka instagram baru sebentar saja langsung kembali ke layar utama alias ada tulisan ""INSTAGRAM TELAH BERHENTI"" begitu sampai sudah malas untuk buka instagram. Terkadang baru klik lambang instagram langsung muncul lagi tulisan ""INSTAGRAM TELAH BERHENTI""",303,instagram sekarang jelek skali bbrp hari ini tiap buka instagram baru sebentar saja langsung kembali ke layar utama alias ada tulisan instagram telah berhenti begitu sampai sudah malas untuk buka instagram terkadang baru klik lambang instagram langsung muncul lagi tulisan instagram telah berhenti,"['instagram', 'sekarang', 'jelek', 'skali', 'bbrp', 'hari', 'ini', 'tiap', 'buka', 'instagram', 'baru', 'sebentar', 'saja', 'langsung', 'kembali', 'ke', 'layar', 'utama', 'alias', 'ada', 'tulisan', 'instagram', 'telah', 'berhenti', 'begitu', 'sampai', 'sudah', 'malas', 'untuk', 'buka', 'instagram', 'terkadang', 'baru', 'klik', 'lambang', 'instagram', 'langsung', 'muncul', 'lagi', 'tulisan', 'instagram', 'telah', 'berhenti']","['instagram', 'sekarang', 'jelek', 'skali', 'bbrp', 'hari', 'ini', 'tiap', 'buka', 'instagram', 'baru', 'sebentar', 'saja', 'langsung', 'kembali', 'ke', 'layar', 'utama', 'alias', 'ada', 'tulis', 'instagram', 'telah', 'henti', 'begitu', 'sampai', 'sudah', 'malas', 'untuk', 'buka', 'instagram', 'terkadang', 'baru', 'klik', 'lambang', 'instagram', 'langsung', 'muncul', 'lagi', 'tulis', 'instagram', 'telah', 'henti']","['instagram', 'sekarang', 'jelek', 'skali', 'bbrp', 'hari', 'ini', 'tiap', 'buka', 'instagram', 'baru', 'sebentar', 'saja', 'langsung', 'kembali', 'ke', 'layar', 'utama', 'alias', 'ada', 'tulis', 'instagram', 'telah', 'henti', 'begitu', 'sampai', 'sudah', 'malas', 'untuk', 'buka', 'instagram', 'terkadang', 'baru', 'klik', 'lambang', 'instagram', 'langsung', 'muncul', 'lagi', 'tulis', 'instagram', 'telah', 'henti']","['instagram', 'jelek', 'skali', 'bbrp', 'buka', 'instagram', 'sebentar', 'langsung', 'layar', 'utama', 'alias', 'tulis', 'instagram', 'henti', 'malas', 'buka', 'instagram', 'terkadang', 'klik', 'lambang', 'instagram', 'langsung', 'muncul', 'tulis', 'instagram', 'henti']",instagram jelek skali bbrp buka instagram sebentar langsung layar utama alias tulis instagram henti malas buka instagram terkadang klik lambang instagram langsung muncul tulis instagram henti
Negatif,"Kenapa setelah update, makin jengkel saja dengan Instagram. Sebelumnya fitur baru ini dihapus bisa. Setelah itu kok saya tidak bisa lagi mau memulihkan story setelah saya hapus sebelumnya. Mohon lah diperbaiki eror nya. Itu membuat pengguna tidak nyaman. Terimakasih",266,kenapa setelah update makin jengkel saja dengan instagram sebelumnya fitur baru ini dihapus bisa setelah itu kok saya tidak bisa lagi mau memulihkan story setelah saya hapus sebelumnya mohon lah diperbaiki eror nya itu membuat pengguna tidak nyaman terimakasih,"['kenapa', 'setelah', 'update', 'makin', 'jengkel', 'saja', 'dengan', 'instagram', 'sebelumnya', 'fitur', 'baru', 'ini', 'dihapus', 'bisa', 'setelah', 'itu', 'kok', 'saya', 'tidak', 'bisa', 'lagi', 'mau', 'memulihkan', 'story', 'setelah', 'saya', 'hapus', 'sebelumnya', 'mohon', 'lah', 'diperbaiki', 'eror', 'nya', 'itu', 'membuat', 'pengguna', 'tidak', 'nyaman', 'terimakasih']","['kenapa', 'telah', 'update', 'makin', 'jengkel', 'saja', 'dengan', 'instagram', 'belum', 'fitur', 'baru', 'ini', 'hapus', 'bisa', 'telah', 'itu', 'kok', 'saya', 'tidak', 'bisa', 'lagi', 'mau', 'pulih', 'story', 'telah', 'saya', 'hapus', 'belum', 'mohon', 'lah', 'baik', 'eror', 'nya', 'itu', 'buat', 'guna', 'tidak', 'nyaman', 'terimakasih']","['kenapa', 'telah', 'update', 'makin', 'jengkel', 'saja', 'dengan', 'instagram', 'belum', 'fitur', 'baru', 'ini', 'hapus', 'bisa', 'telah', 'itu', 'kok', 'saya', 'tidak', 'bisa', 'lagi', 'mau', 'pulih', 'story', 'telah', 'saya', 'hapus', 'belum', 'mohon', 'lah', 'baik', 'eror', 'nya', 'itu', 'buat', 'guna', 'tidak', 'nyaman', 'terimakasih']","['update', 'jengkel', 'instagram', 'fitur', 'hapus', 'pulih', 'story', 'hapus', 'mohon', 'eror', 'nya', 'nyaman', 'terimakasih']",update jengkel instagram fitur hapus pulih story hapus mohon eror nya nyaman terimakasih
Negatif,Kanapa sekarang jadi susah banget upload video?. Saya upload video reels udah 3 hari gak bisa. Dihapus gak bisa padahal jaringan kenceng. Dan kalau bikin reels dengan photo dari galeri gambarnya gak muncul. Padahal dulu muncul. Tolong diperbaiki lagi ya. Nanti akan saya tambah bintang jika sudah diperbaiki. Video reels saya yang ditonton hingga 4jt hilang begitu saja. Saya cari diarsip tidak ada.,399,kanapa sekarang jadi susah banget upload video saya upload video reels udah hari gak bisa dihapus gak bisa padahal jaringan kenceng dan kalau bikin reels dengan photo dari galeri gambarnya gak muncul padahal dulu muncul tolong diperbaiki lagi ya nanti akan saya tambah bintang jika sudah diperbaiki video reels saya yang ditonton hingga jt hilang begitu saja saya cari diarsip tidak ada,"['kanapa', 'sekarang', 'jadi', 'susah', 'banget', 'upload', 'video', 'saya', 'upload', 'video', 'reels', 'udah', 'hari', 'gak', 'bisa', 'dihapus', 'gak', 'bisa', 'padahal', 'jaringan', 'kenceng', 'dan', 'kalau', 'bikin', 'reels', 'dengan', 'photo', 'dari', 'galeri', 'gambarnya', 'gak', 'muncul', 'padahal', 'dulu', 'muncul', 'tolong', 'diperbaiki', 'lagi', 'ya', 'nanti', 'akan', 'saya', 'tambah', 'bintang', 'jika', 'sudah', 'diperbaiki', 'video', 'reels', 'saya', 'yang', 'ditonton', 'hingga', 'jt', 'hilang', 'begitu', 'saja', 'saya', 'cari', 'diarsip', 'tidak', 'ada']","['kanapa', 'sekarang', 'jadi', 'susah', 'banget', 'upload', 'video', 'saya', 'upload', 'video', 'reels', 'sudah', 'hari', 'gak', 'bisa', 'hapus', 'gak', 'bisa', 'padahal', 'jaring', 'kenceng', 'dan', 'kalau', 'bikin', 'reels', 'dengan', 'photo', 'dari', 'galeri', 'gambar', 'gak', 'muncul', 'padahal', 'dulu', 'muncul', 'tolong', 'baik', 'lagi', 'iya', 'nanti', 'akan', 'saya', 'tambah', 'bintang', 'jika', 'sudah', 'baik', 'video', 'reels', 'saya', 'yang', 'tonton', 'hingga', 'jt', 'hilang', 'begitu', 'saja', 'saya', 'cari', 'arsip', 'tidak', 'ada']","['kanapa', 'sekarang', 'jadi', 'susah', 'banget', 'upload', 'video', 'saya', 'upload', 'video', 'reels', 'sudah', 'hari', 'gak', 'bisa', 'hapus', 'gak', 'bisa', 'padahal', 'jaring', 'kenceng', 'dan', 'kalau', 'bikin', 'reels', 'dengan', 'photo', 'dari', 'galeri', 'gambar', 'gak', 'muncul', 'padahal', 'dulu', 'muncul', 'tolong', 'baik', 'lagi', 'iya', 'nanti', 'akan', 'saya', 'tambah', 'bintang', 'jika', 'sudah', 'baik', 'video', 'reels', 'saya', 'yang', 'tonton', 'hingga', 'jt', 'hilang', 'begitu', 'saja', 'saya', 'cari', 'arsip', 'tidak', 'ada']","['kanapa', 'susah', 'banget', 'upload', 'video', 'upload', 'video', 'reels', 'gak', 'hapus', 'gak', 'jaring', 'kenceng', 'bikin', 'reels', 'photo', 'galeri', 'gambar', 'gak', 'muncul', 'muncul', 'tolong', 'iya', 'bintang', 'video', 'reels', 'tonton', 'jt', 'hilang', 'cari', 'arsip']",kanapa susah banget upload video upload video reels gak hapus gak jaring kenceng bikin reels photo galeri gambar gak muncul muncul tolong iya bintang video reels tonton jt hilang cari arsip
Negatif,"Sering nge bug, font di story'nya jadi ke sensor gitu kalo di up, terus filternya ga sering nge bug",99,sering nge bug font di story'nya jadi ke sensor gitu kalo di up terus filternya ga sering nge bug,"['sering', 'nge', 'bug', 'font', 'di', ""story'nya"", 'jadi', 'ke', 'sensor', 'gitu', 'kalo', 'di', 'up', 'terus', 'filternya', 'ga', 'sering', 'nge', 'bug']","['sering', 'nge', 'bug', 'font', 'di', 'story nya', 'jadi', 'ke', 'sensor', 'gitu', 'kalau', 'di', 'up', 'terus', 'filter', 'ga', 'sering', 'nge', 'bug']","['sering', 'nge', 'bug', 'font', 'di', 'story nya', 'jadi', 'ke', 'sensor', 'gitu', 'kalau', 'di', 'up', 'terus', 'filter', 'ga', 'sering', 'nge', 'bug']","['nge', 'bug', 'font', 'story nya', 'sensor', 'gitu', 'up', 'filter', 'ga', 'nge', 'bug']",nge bug font story nya sensor gitu up filter ga nge bug
Negatif,Kenapa setiap saya ingin melihat logint tersimpan saya selalu keluar apk secara langsung? Sudah saya kirim laporan bug. Saya perlu melihat login tersimpan saya agar saya tau keamanan data saya ya. Segera diperbaiki.,215,kenapa setiap saya ingin melihat logint tersimpan saya selalu keluar apk secara langsung sudah saya kirim laporan bug saya perlu melihat login tersimpan saya agar saya tau keamanan data saya ya segera diperbaiki,"['kenapa', 'setiap', 'saya', 'ingin', 'melihat', 'logint', 'tersimpan', 'saya', 'selalu', 'keluar', 'apk', 'secara', 'langsung', 'sudah', 'saya', 'kirim', 'laporan', 'bug', 'saya', 'perlu', 'melihat', 'login', 'tersimpan', 'saya', 'agar', 'saya', 'tau', 'keamanan', 'data', 'saya', 'ya', 'segera', 'diperbaiki']","['kenapa', 'tiap', 'saya', 'ingin', 'lihat', 'logint', 'simpan', 'saya', 'selalu', 'keluar', 'apk', 'cara', 'langsung', 'sudah', 'saya', 'kirim', 'lapor', 'bug', 'saya', 'perlu', 'lihat', 'login', 'simpan', 'saya', 'agar', 'saya', 'tahu', 'aman', 'data', 'saya', 'iya', 'segera', 'baik']","['kenapa', 'tiap', 'saya', 'ingin', 'lihat', 'logint', 'simpan', 'saya', 'selalu', 'keluar', 'apk', 'cara', 'langsung', 'sudah', 'saya', 'kirim', 'lapor', 'bug', 'saya', 'perlu', 'lihat', 'login', 'simpan', 'saya', 'agar', 'saya', 'tahu', 'aman', 'data', 'saya', 'iya', 'segera', 'baik']","['lihat', 'logint', 'simpan', 'apk', 'langsung', 'kirim', 'lapor', 'bug', 'lihat', 'login', 'simpan', 'aman', 'data', 'iya']",lihat logint simpan apk langsung kirim lapor bug lihat login simpan aman data iya
Negatif,Instagram saya kecewa dengan Instagram karena saya kira akun saya yang berrmasalah tapi ternyata bukan saya sudah berkali-kali mencoba tapi hasilnya tetap sama tolong di perbaiki,178,instagram saya kecewa dengan instagram karena saya kira akun saya yang berrmasalah tapi ternyata bukan saya sudah berkali kali mencoba tapi hasilnya tetap sama tolong di perbaiki,"['instagram', 'saya', 'kecewa', 'dengan', 'instagram', 'karena', 'saya', 'kira', 'akun', 'saya', 'yang', 'berrmasalah', 'tapi', 'ternyata', 'bukan', 'saya', 'sudah', 'berkali', 'kali', 'mencoba', 'tapi', 'hasilnya', 'tetap', 'sama', 'tolong', 'di', 'perbaiki']","['instagram', 'saya', 'kecewa', 'dengan', 'instagram', 'karena', 'saya', 'kira', 'akun', 'saya', 'yang', 'berrmasalah', 'tapi', 'nyata', 'bukan', 'saya', 'sudah', 'kali', 'kali', 'coba', 'tapi', 'hasil', 'tetap', 'sama', 'tolong', 'di', 'baik']","['instagram', 'saya', 'kecewa', 'dengan', 'instagram', 'karena', 'saya', 'kira', 'akun', 'saya', 'yang', 'berrmasalah', 'tapi', 'nyata', 'bukan', 'saya', 'sudah', 'kali', 'kali', 'coba', 'tapi', 'hasil', 'tetap', 'sama', 'tolong', 'di', 'baik']","['instagram', 'kecewa', 'instagram', 'akun', 'berrmasalah', 'nyata', 'kali', 'kali', 'coba', 'hasil', 'tolong']",instagram kecewa instagram akun berrmasalah nyata kali kali coba hasil tolong
Negatif,"Kecewa, marah, kesel krn link di bio tidak dpt di klik, pdhal sebelum update msh bisa, layar kadang jd hitam. What's wrong? Tolong diperbaiki ya...",147,kecewa marah kesel krn link di bio tidak dpt di klik pdhal sebelum update msh bisa layar kadang jd hitam what's wrong tolong diperbaiki ya,"['kecewa', 'marah', 'kesel', 'krn', 'link', 'di', 'bio', 'tidak', 'dpt', 'di', 'klik', 'pdhal', 'sebelum', 'update', 'msh', 'bisa', 'layar', 'kadang', 'jd', 'hitam', 'what', ""'s"", 'wrong', 'tolong', 'diperbaiki', 'ya']","['kecewa', 'marah', 'kesel', 'karena', 'link', 'di', 'bio', 'tidak', 'dapat', 'di', 'klik', 'pdhal', 'belum', 'update', 'masih', 'bisa', 'layar', 'kadang', 'jadi', 'hitam', 'what', 's', 'wrong', 'tolong', 'baik', 'iya']","['kecewa', 'marah', 'kesel', 'karena', 'link', 'di', 'bio', 'tidak', 'dapat', 'di', 'klik', 'pdhal', 'belum', 'update', 'masih', 'bisa', 'layar', 'kadang', 'jadi', 'hitam', 'what', 's', 'wrong', 'tolong', 'baik', 'iya']","['kecewa', 'marah', 'kesel', 'link', 'bio', 'klik', 'pdhal', 'update', 'layar', 'kadang', 'hitam', 'what', 's', 'wrong', 'tolong', 'iya']",kecewa marah kesel link bio klik pdhal update layar kadang hitam what s wrong tolong iya
Negatif,Semenjak ada update saya tidak bisa masuk ke Instagram tolong dong dibalikin lagi tampilannya seperti dulu. Akun satu satunya udh puluhan tahun kok bisa hilang,159,semenjak ada update saya tidak bisa masuk ke instagram tolong dong dibalikin lagi tampilannya seperti dulu akun satu satunya udh puluhan tahun kok bisa hilang,"['semenjak', 'ada', 'update', 'saya', 'tidak', 'bisa', 'masuk', 'ke', 'instagram', 'tolong', 'dong', 'dibalikin', 'lagi', 'tampilannya', 'seperti', 'dulu', 'akun', 'satu', 'satunya', 'udh', 'puluhan', 'tahun', 'kok', 'bisa', 'hilang']","['semenjak', 'ada', 'update', 'saya', 'tidak', 'bisa', 'masuk', 'ke', 'instagram', 'tolong', 'dong', 'dibalikin', 'lagi', 'tampil', 'seperti', 'dulu', 'akun', 'satu', 'satu', 'udh', 'puluh', 'tahun', 'kok', 'bisa', 'hilang']","['semenjak', 'ada', 'update', 'saya', 'tidak', 'bisa', 'masuk', 'ke', 'instagram', 'tolong', 'dong', 'dibalikin', 'lagi', 'tampil', 'seperti', 'dulu', 'akun', 'satu', 'satu', 'udh', 'puluh', 'tahun', 'kok', 'bisa', 'hilang']","['semenjak', 'update', 'masuk', 'instagram', 'tolong', 'dibalikin', 'tampil', 'akun', 'udh', 'puluh', 'hilang']",semenjak update masuk instagram tolong dibalikin tampil akun udh puluh hilang
Negatif,"Semakin di UpDate,Semakin kurang seru memakainya.krna 1) reels yg kita buat sndiri setelah di upload atau di posting akan membesar videonya. 2)boomerangnya klo di pakai selalu membesar jg penhambilannya setelah di simpan. Dan terahir ini stlh di UpDate lgi videonya yg di dpt g bs di smpn lgi",292,semakin di update semakin kurang seru memakainya krna reels yg kita buat sndiri setelah di upload atau di posting akan membesar videonya boomerangnya klo di pakai selalu membesar jg penhambilannya setelah di simpan dan terahir ini stlh di update lgi videonya yg di dpt g bs di smpn lgi,"['semakin', 'di', 'update', 'semakin', 'kurang', 'seru', 'memakainya', 'krna', 'reels', 'yg', 'kita', 'buat', 'sndiri', 'setelah', 'di', 'upload', 'atau', 'di', 'posting', 'akan', 'membesar', 'videonya', 'boomerangnya', 'klo', 'di', 'pakai', 'selalu', 'membesar', 'jg', 'penhambilannya', 'setelah', 'di', 'simpan', 'dan', 'terahir', 'ini', 'stlh', 'di', 'update', 'lgi', 'videonya', 'yg', 'di', 'dpt', 'g', 'bs', 'di', 'smpn', 'lgi']","['makin', 'di', 'update', 'makin', 'kurang', 'seru', 'maka', 'krna', 'reels', 'yang', 'kita', 'buat', 'sendiri', 'telah', 'di', 'upload', 'atau', 'di', 'posting', 'akan', 'besar', 'video', 'boomerangnya', 'kalau', 'di', 'pakai', 'selalu', 'besar', 'juga', 'penhambilannya', 'telah', 'di', 'simpan', 'dan', 'terahir', 'ini', 'setelah', 'di', 'update', 'lagi', 'video', 'yang', 'di', 'dapat', 'g', 'bisa', 'di', 'smpn', 'lagi']","['makin', 'di', 'update', 'makin', 'kurang', 'seru', 'maka', 'krna', 'reels', 'yang', 'kita', 'buat', 'sendiri', 'telah', 'di', 'upload', 'atau', 'di', 'posting', 'akan', 'besar', 'video', 'boomerangnya', 'kalau', 'di', 'pakai', 'selalu', 'besar', 'juga', 'penhambilannya', 'telah', 'di', 'simpan', 'dan', 'terahir', 'ini', 'setelah', 'di', 'update', 'lagi', 'video', 'yang', 'di', 'dapat', 'g', 'bisa', 'di', 'smpn', 'lagi']","['update', 'seru', 'krna', 'reels', 'upload', 'posting', 'video', 'boomerangnya', 'pakai', 'penhambilannya', 'simpan', 'terahir', 'update', 'video', 'g', 'smpn']",update seru krna reels upload posting video boomerangnya pakai penhambilannya simpan terahir update video g smpn
Negatif,"aplikasi banyak bug saat reset sandi tidak ada pesan masuk,kalo develop nya gamampu ngurusin bug ini hapus aja ig ini.",118,aplikasi banyak bug saat reset sandi tidak ada pesan masuk kalo develop nya gamampu ngurusin bug ini hapus aja ig ini,"['aplikasi', 'banyak', 'bug', 'saat', 'reset', 'sandi', 'tidak', 'ada', 'pesan', 'masuk', 'kalo', 'develop', 'nya', 'gamampu', 'ngurusin', 'bug', 'ini', 'hapus', 'aja', 'ig', 'ini']","['aplikasi', 'banyak', 'bug', 'saat', 'reset', 'sandi', 'tidak', 'ada', 'pesan', 'masuk', 'kalau', 'develop', 'nya', 'gamampu', 'ngurusin', 'bug', 'ini', 'hapus', 'saja', 'ig', 'ini']","['aplikasi', 'banyak', 'bug', 'saat', 'reset', 'sandi', 'tidak', 'ada', 'pesan', 'masuk', 'kalau', 'develop', 'nya', 'gamampu', 'ngurusin', 'bug', 'ini', 'hapus', 'saja', 'ig', 'ini']","['aplikasi', 'bug', 'reset', 'sandi', 'pesan', 'masuk', 'develop', 'nya', 'gamampu', 'ngurusin', 'bug', 'hapus', 'ig']",aplikasi bug reset sandi pesan masuk develop nya gamampu ngurusin bug hapus ig
Negatif,"Kenapa sekarang sekarang Instagram makin menurun sistem nya, komplain saya.. saya login ke akun IG saya kok sering error dengan muncul tulisan (maaf kesalahan coba lagi) sering loh kayak gini dan saya hafal ingat betul kata sandi saya Perbaiki dong developer",258,kenapa sekarang sekarang instagram makin menurun sistem nya komplain saya saya login ke akun ig saya kok sering error dengan muncul tulisan maaf kesalahan coba lagi sering loh kayak gini dan saya hafal ingat betul kata sandi saya perbaiki dong developer,"['kenapa', 'sekarang', 'sekarang', 'instagram', 'makin', 'menurun', 'sistem', 'nya', 'komplain', 'saya', 'saya', 'login', 'ke', 'akun', 'ig', 'saya', 'kok', 'sering', 'error', 'dengan', 'muncul', 'tulisan', 'maaf', 'kesalahan', 'coba', 'lagi', 'sering', 'loh', 'kayak', 'gini', 'dan', 'saya', 'hafal', 'ingat', 'betul', 'kata', 'sandi', 'saya', 'perbaiki', 'dong', 'developer']","['kenapa', 'sekarang', 'sekarang', 'instagram', 'makin', 'turun', 'sistem', 'nya', 'komplain', 'saya', 'saya', 'login', 'ke', 'akun', 'ig', 'saya', 'kok', 'sering', 'error', 'dengan', 'muncul', 'tulis', 'maaf', 'salah', 'coba', 'lagi', 'sering', 'loh', 'kayak', 'gin', 'dan', 'saya', 'hafal', 'ingat', 'betul', 'kata', 'sandi', 'saya', 'baik', 'dong', 'developer']","['kenapa', 'sekarang', 'sekarang', 'instagram', 'makin', 'turun', 'sistem', 'nya', 'komplain', 'saya', 'saya', 'login', 'ke', 'akun', 'ig', 'saya', 'kok', 'sering', 'error', 'dengan', 'muncul', 'tulis', 'maaf', 'salah', 'coba', 'lagi', 'sering', 'loh', 'kayak', 'gin', 'dan', 'saya', 'hafal', 'ingat', 'betul', 'kata', 'sandi', 'saya', 'baik', 'dong', 'developer']","['instagram', 'turun', 'sistem', 'nya', 'komplain', 'login', 'akun', 'ig', 'error', 'muncul', 'tulis', 'maaf', 'salah', 'coba', 'loh', 'kayak', 'gin', 'hafal', 'sandi', 'developer']",instagram turun sistem nya komplain login akun ig error muncul tulis maaf salah coba loh kayak gin hafal sandi developer
Negatif,"makin kesini makin ga jelas, sumpah tekanan bgt pake ig niatnya mau healing malah error trs suka lama bgt loadingnya, mau nyalahin hp tapi hp ku hp baru, mau nyalahin jaringan tapi aku buka yt fine fien aja",206,makin kesini makin ga jelas sumpah tekanan bgt pake ig niatnya mau healing malah error trs suka lama bgt loadingnya mau nyalahin hp tapi hp ku hp baru mau nyalahin jaringan tapi aku buka yt fine fien aja,"['makin', 'kesini', 'makin', 'ga', 'jelas', 'sumpah', 'tekanan', 'bgt', 'pake', 'ig', 'niatnya', 'mau', 'healing', 'malah', 'error', 'trs', 'suka', 'lama', 'bgt', 'loadingnya', 'mau', 'nyalahin', 'hp', 'tapi', 'hp', 'ku', 'hp', 'baru', 'mau', 'nyalahin', 'jaringan', 'tapi', 'aku', 'buka', 'yt', 'fine', 'fien', 'aja']","['makin', 'kesini', 'makin', 'ga', 'jelas', 'sumpah', 'tekan', 'banget', 'pakai', 'ig', 'niat', 'mau', 'healing', 'bahkan', 'error', 'terus', 'suka', 'lama', 'banget', 'loadingnya', 'mau', 'nyalahin', 'hp', 'tapi', 'hp', 'ku', 'hp', 'baru', 'mau', 'nyalahin', 'jaring', 'tapi', 'aku', 'buka', 'yt', 'fine', 'fien', 'saja']","['makin', 'kesini', 'makin', 'ga', 'jelas', 'sumpah', 'tekan', 'banget', 'pakai', 'ig', 'niat', 'mau', 'healing', 'bahkan', 'error', 'terus', 'suka', 'lama', 'banget', 'loadingnya', 'mau', 'nyalahin', 'hp', 'tapi', 'hp', 'ku', 'hp', 'baru', 'mau', 'nyalahin', 'jaring', 'tapi', 'aku', 'buka', 'yt', 'fine', 'fien', 'saja']","['kesini', 'ga', 'sumpah', 'tekan', 'banget', 'pakai', 'ig', 'niat', 'healing', 'error', 'suka', 'banget', 'loadingnya', 'nyalahin', 'hp', 'hp', 'ku', 'hp', 'nyalahin', 'jaring', 'buka', 'yt', 'fine', 'fien']",kesini ga sumpah tekan banget pakai ig niat healing error suka banget loadingnya nyalahin hp hp ku hp nyalahin jaring buka yt fine fien
Negatif,"Sangat disayangkan sering terjadi bug tiba tiba keluar sendiri dari akun,terjadi hitam menjadi putih,saat siaran langsung terkadang tidak bisa disentuh,mohon developer diperbaiki lagi.",184,sangat disayangkan sering terjadi bug tiba tiba keluar sendiri dari akun terjadi hitam menjadi putih saat siaran langsung terkadang tidak bisa disentuh mohon developer diperbaiki lagi,"['sangat', 'disayangkan', 'sering', 'terjadi', 'bug', 'tiba', 'tiba', 'keluar', 'sendiri', 'dari', 'akun', 'terjadi', 'hitam', 'menjadi', 'putih', 'saat', 'siaran', 'langsung', 'terkadang', 'tidak', 'bisa', 'disentuh', 'mohon', 'developer', 'diperbaiki', 'lagi']","['sangat', 'sayang', 'sering', 'jadi', 'bug', 'tiba', 'tiba', 'keluar', 'sendiri', 'dari', 'akun', 'jadi', 'hitam', 'jadi', 'putih', 'saat', 'siar', 'langsung', 'terkadang', 'tidak', 'bisa', 'sentuh', 'mohon', 'developer', 'baik', 'lagi']","['sangat', 'sayang', 'sering', 'jadi', 'bug', 'tiba', 'tiba', 'keluar', 'sendiri', 'dari', 'akun', 'jadi', 'hitam', 'jadi', 'putih', 'saat', 'siar', 'langsung', 'terkadang', 'tidak', 'bisa', 'sentuh', 'mohon', 'developer', 'baik', 'lagi']","['sayang', 'bug', 'akun', 'hitam', 'putih', 'siar', 'langsung', 'terkadang', 'sentuh', 'mohon', 'developer']",sayang bug akun hitam putih siar langsung terkadang sentuh mohon developer
