,score,content,clean_teks
13,0,"Makin kesini IG sudah gak asik lagi.. Terlalu banyak bug iklan maupun posting yg tidak kita follow di beranda.. Juga ditambah dengan postingan yg muncul di beranda bukan postingan terbaru.. Kebanyakan postingan lama.. Biasanya pembaharuan aplikasi itu membuat pengguna lebih mudah dan nyaman tp berbeda dg IG. Pembaharuan malah semakin membuat ribet dan tidak menyenangkan lg. EH ANEH HABIS NGASIH ULASAN INI, SY GAK BISA BUKA IG LAGI.. KATANYA LAGI MENGALAMI MASALAH..",kesini ig asik bug iklan posting follow beranda tambah postingan muncul beranda postingan baru banyak postingan baharu aplikasi guna mudah nyaman beda ig baharu ribet senang eh aneh habis ulas buka ig alami
14,0,"Instagram sekarang kenapa tiba2 keluar sendiri ya?? baru beberpa detik scrol2 eh tiba2 keluar sendiri gitu aja sih??! Padahal baru update loh (kan kesal jadinya). Kalau gk di update malah LOLA, setelah diupdate malah tiba2 keluar sendiri aja. TOLONG SEGERA DI PERBAIKI...!",instagram ya beberpa detik scrol eh sih update loh kesal update lola diupdate tolong baik
15,0,Sudah 1 minggu instagram saya tdk bisa di refresh. Sudah di logout berkali kali ttp tdk bisa. Tolong diperbaki untuk kenyamanan pengguna..,minggu instagram refresh logout kali kali ttp tolong baki nyaman guna
16,0,"Gila sihhh bug nya parah min ,tolong perbaiki dong ,sekarang jadi gak bisa melihat yg diikuti ,terus pas login suka muter2 padahal jaringan bagus ,tolonglah update yg lebih bagus lagi dari yg sebelumnya",gila sihhh bug nya parah min tolong baik ikut pas login suka putar jaring bagus tolong update bagus
17,0,"Setelah di update banyak sekali bug, mau scan barcode aja tiba tiba keluar sendiri, dan masih banyak lagi bug bug yang lain",update bug scan barcode bug bug
18,0,"Saat upload story selalu kualitas vidio turun, padahal handphone saya juga tidak jelek, ini handphone spesifikasi yang bagus.",upload story kualitas video turun handphone jelek handphone spesifikasi bagus
19,0,"Ngelaporin bug berkali kali ga direspon ga di perbaiki sama sekali, semenjak update ada bug terus , tolonglah diperbaiki ngeganggu banget tiap bikin snap atau upload video pasti bug mulu ah , ga sebagus sebelum update",ngelaporin bug kali kali direspon baik semenjak update bug tolong baik ngeganggu banget bikin snap upload video bug mulu ah bagus update
20,0,"gk tau knp ig ku udah hampir seminggu ini tiba2 keluar sendiri tiap di buka. kalo buka ig, setiap udah 3 menit keluar sendiri 😭",tau ig ku minggu buka buka ig menit
21,0,"Aplikasi tiba tiba log out sendiri, dan ngga bisa log in lagi. Katanya akun dinonaktifkan. Padahal saya tidak melakukan apapun atau melanggar komunitas, tiba tiba aja dinonaktifkn",aplikasi log out log in akun nonaktif apa langgar komunitas dinonaktifkn
22,0,"semakin sering update bukannya malah bertambah kualitas ,eh ini malah ngurangi kualitas.Contohnya masa sinyal bagus ,video ngga muter malah suaranya doang ,story juga kenapa nge blur ,dan muncul suara doang ,makin kesini makin kesana aja nih apk",update tambah kualitas eh ngurangi kualitascontohnya sinyal bagus video putar suara story nge blur muncul suara kesini kesana nih apk
23,0,"Instagram bug saya upload konten reels gak ada yang nonton padahal biasanya ada 1k lebih, dan juga story juga gak ada yang liat, aku share post publik tapi gak ke share.. Kalau di cek di akun lain, postingan yang di share gak ada? Mohon bantuannya pihak Instagram @datch_arts",instagram bug upload konten reels nonton k story lihat share post publik share cek akun postingan share mohon bantu instagram datch arts
24,0,"Instagram kok JELEK bgt ya skrg? Mau login susah, slalu suruh cobalah beberapa saat, pdhl berhari² tuh gabisa dipake. Emg app nyusahin, apa gunanya kalo gini?",instagram jelek banget ya login susah suruh coba hari tuh pakai emang app nyusahin guna
25,0,"Instagram versi sekarang ini kenapa ya ? Setiap mau reset password delay terlalu lama, padahal tertulis ""akan di proses setelah 1 menit"". Untuk check up keamanan pake nomor telepon juga sama, tidak ada notif sama sekali, padahal nomor benar.",instagram versi ya reset password delay tulis proses menit cek up aman pakai nomor telepon pemberitahuan nomor
26,0,"Instagram sekarang kenapa gak bisa dibuka kalau pakai wifi, selalu tidak dapat memuat, cuma bisa dibuka pakai data seluler. Dan jg postingan diberanda sudah tidak relevan lagi, terlalu banyak iklan dan postingan dari akun yang tidak kita follow, terlalu banyak postingan yg disarankan padahal itu tidak perlu dan malam mengganggu",instagram buka pakai wifi muat buka pakai data seluler postingan beranda relevan iklan postingan akun follow postingan saran malam ganggu
27,0,"apaan ngebug kah?, gue udh cape cape simpen effect nya, cmn gabisa di pake cuy, ngebug pa gmn ni gue kesel bgt, udah coba restart ulang ig nya ttp sama hasilnya. gabisa di pake effect nya.",ngebug kah capek capek simpan effect nya cmn pakai cuy ngebug pa ni kesel banget coba restart ulang ig nya ttp hasil pakai effect nya
28,0,"Setiap mau login selalu terjadi kesalahan, sering bgt ga cuma sekali dua kali jadi bikin emosi. Sampe berkali kali gua instal ulang biar bisa login 👎",login salah banget kali bikin emosi kali kali instal ulang biar login
29,0,"Kok saya simpan stories...di galeri hp nggak bisa....ya biasanya,kalau saya buat status distories instagram bisa...disimpan dirol kamera hp ini nggak bisa...tolong dibetul ya,saya berharap...dibisa lagi simpan dirol kamera hp...makasih sebelum ya.",simpan storiesdi galeri hp bisaya biasanyakalau status distories instagram bisadisimpan rol kamera hp bisatolong betul yasaya berharapdibisa simpan rol kamera hpmakasih ya
30,0,"banyak bug, filter sering hilang sendiri, terus kadang filter ig nya ga bisa di pake, pas di update baru bisa itupun selepas beberapa hari kemudan balik lagi jadi ga bisa, kadang juga ga bisa disimpen filternya",bug filter hilang kadang filter ig nya pakai pas update itu lepas mud kadang simpan filter
31,0,"Begitu lalod padahal kalau buka aplikasi lain lancar lancar aja .. Tpi instagram lalod bangett ngga ke refresh pemberitahuan, padahal udah update aplikasinya.. Senoga lebih ditingkatkan lgi",lalod buka aplikasi lancar lancar instagram lalod bangett refresh pemberitahuan update aplikasi senoga tingkat
32,0,"Makin kesini instagram makin gak bagus, tiap mau login selalu gagal, nama pengguna salah sedangkan password dan nama pengguna yang di gunakan sudah benar tapi tidak bisa login",kesini instagram bagus login gagal nama guna salah password nama guna login
33,0,"Saya kasih bintang satu, soal nya sering nge bug gajelas, masa kita udh nonton story org, tapi story nya muncul lagi, udah gitu sering bgt followers berkurang padahal gada yg unfoll",kasih bintang nya nge bug nonton story orang story nya muncul banget followers kurang unfoll
34,0,Kenapa ig jadi gak karuan masak konten tidak otomatis tidak bisa chek orang log in..setiap log in salah kata sandi terus menerus tolong dong.di perbaiki dan tolong di jaga keamanan pengguna ini lebih penting ...biar pengguna aman dari gangguan orang orang gk jelas terimakasih tolong meta di perbaiki dan buat pengguna lebih nyaman,ig karuan masak konten otomatis chek orang log insetiap log in salah sandi terus tolong dongdi baik tolong jaga aman guna biar guna aman ganggu orang orang terimakasih tolong meta baik guna nyaman
35,0,"Maaf kasih bintang 1. Gak tahu kenapa tiba2 sering keluar sendiri dari aplikasi. Ditambah lagi susah buat dibuka. Udah di uninstall trus download lagi, tetap aja masih sama. Udah satu minggu an ini. Tolong diperbaiki.",maaf kasih bintang aplikasi tambah susah buka uninstall download minggu an tolong baik
36,0,"saya mau minta update, untuk memperbaiki bug yang ada pada instagram saya, saat saya membuka instagram dan mengklik profile saya, selalu keluar dengan tiba-tiba, bisa kah diperbaiki? terima kasih 🙏🏻",update baik bug instagram buka instagram klik profile tibatiba kah baik terima kasih
37,0,"Semenjak ada update Instagram saya sering kali ada bug , sekarang setiap saya ingin menggunakan akun yang pertama selalu saja tiba"" aplikasi ny close tolong pihak Instagram",semenjak update instagram kali bug akun aplikasi ny close tolong instagram
38,0,"untuk pihak instagram , mohon di perbaiki lagi aplikasi ini, setiap saya ingin melihat profil akun saya, instagram saya selalu keluar dengan sendirinya, padahal baru saya update, mohon di perbaiki lagi",instagram mohon baik aplikasi profil akun instagram update mohon baik
39,0,"demi apapun, kemarin baru aku update tapi kok malah hari ini pas mau foto pakai efek Instagram kok malah ga bisa semua. Udah berkali kali dicoba tetap ga bisa. padahal sinyal juga bagus",apa kemarin update pas foto pakai efek instagram kali kali coba sinyal bagus
40,0,Terima kasih buat instagram yang udah naikin emosi saya. Setiap masuk ada tulisan maaf sedang ada kendala.ok saya faham mungkin instagram sudah tidak patut untuk dimainkan atau dipake. Terus setiap ingin masuk padahal kata sandi dan Email sudah bener. Maaf tidak terdaftar. Dan saya sangat lebih faham lagi mungkin ini harus di Deleate dari Play store. Makasih,terima kasih instagram naikin emosi masuk tulis maaf kendalaok faham instagram patut main pakai masuk sandi email bener maaf daftar faham deleate play store terimakasih
41,0,"Pliss lahh, ini aplikasi udh bnyk bugnya. Enakan yg dulu.. apalagi ini gabisa login ke akun yg dulu katanya ""harap tunggu beberapa menit"" blaaa blaa blaa.. bikin emosi tau ga?! Ini juga udh saya coba berkali kali masih aja tetep Kaya gitu. Pliss rasanya pingin aku hps aja nihh apk! + tolong is gausah diperbaharui lagi yg dulu aja udh cukup bagus lohh minn, mohon kembalikan Instagram yg dulu!!",pliss lahh aplikasi bugnya enak login akun harap tunggu menit blaaa blaa blaa bikin emosi tau coba kali kali kaya pliss hps nihh apk tolong is baharu bagus lohh minn mohon kembali instagram
42,0,Saya tidak suka dengan update tan yang sekaranh Adabanyak fitur bagus yang dihilangkan seperti penambahan dan mite musik pada bagian cerita di instagram Lebih baik fitur yang kemarin baik dari UI/UX-nya Versi ini adalah versi yang buruk👎👎👎👎👎👎👎📉,suka update tan sekaranh adabanyak fitur bagus hilang tambah mite musik cerita instagram fitur kemarin uiuxnya versi versi buruk
43,0,"Kenapa aplikasi ini habis di update sering keluar? Tolong di perbaiki pihak instagram,kami sebagai pengguna terasa tidak nyaman menggunakan aplikasi ini Mohon di perbaiki bug nya",aplikasi habis update tolong baik instagramkami guna nyaman aplikasi mohon baik bug nya
44,0,"Makin kesini makin banyak bug nya, barusan banget update, trus tiba tiba langsung keluar...",kesini bug nya barusan banget update langsung
45,0,Haduuhh...knp Instagram sy tidak bisa lmasuk ke feed sy sendiri ?? Tolong perbaiki Instagram saya...!!! Gimana sih di upgrade malah tidak bisa masuk ke feed sendiri...,haduuhhknp instagram lmasuk feed tolong baik instagram sih upgrade masuk feed
46,0,"Aplikasinya sudah bagus tapi, saya ingin meminta kepada developer instagram untuk memperbaiki bug yg ad di aplikasi tersebut misalnya, tema hitam, filter hilang, mau up story video/foto tidak kerender, kadang juga hacker suka bobol akun saya, udh 2x saya dibobol ama hacker aneh yg ngefollowing org 18+ yg biasanya gk boleh dilihat ank"" mohon untk pihak instagram agar memperbaiki bug dan mengamankan akun lebih ketat lagi",aplikasi bagus developer instagram baik bug aplikasi tema hitam filter hilang up story videofoto kerender kadang hacker suka bobol akun x bobol hacker aneh ngefollowing orang ank mohon untk instagram baik bug aman akun ketat
47,0,"Instagram sekarang jelek skali. Bbrp hari ini tiap buka instagram baru sebentar saja langsung kembali ke layar utama alias ada tulisan ""INSTAGRAM TELAH BERHENTI"" begitu sampai sudah malas untuk buka instagram. Terkadang baru klik lambang instagram langsung muncul lagi tulisan ""INSTAGRAM TELAH BERHENTI""",instagram jelek buka instagram sebentar langsung layar utama alias tulis instagram henti malas buka instagram terkadang klik lambang instagram langsung muncul tulis instagram henti
48,0,"Kenapa setelah update, makin jengkel saja dengan Instagram. Sebelumnya fitur baru ini dihapus bisa. Setelah itu kok saya tidak bisa lagi mau memulihkan story setelah saya hapus sebelumnya. Mohon lah diperbaiki eror nya. Itu membuat pengguna tidak nyaman. Terimakasih",update jengkel instagram fitur hapus pulih story hapus mohon baik eror nya guna nyaman terimakasih
49,0,Kanapa sekarang jadi susah banget upload video?. Saya upload video reels udah 3 hari gak bisa. Dihapus gak bisa padahal jaringan kenceng. Dan kalau bikin reels dengan photo dari galeri gambarnya gak muncul. Padahal dulu muncul. Tolong diperbaiki lagi ya. Nanti akan saya tambah bintang jika sudah diperbaiki. Video reels saya yang ditonton hingga 4jt hilang begitu saja. Saya cari diarsip tidak ada.,kanapa susah banget upload video upload video reels hapus jaring cepat bikin reels foto galeri gambar muncul muncul tolong baik ya bintang baik video reels tonton jt hilang cari arsip
50,0,"Sering nge bug, font di story'nya jadi ke sensor gitu kalo di up, terus filternya ga sering nge bug",nge bug font storynya sensor up filter nge bug
51,0,Kenapa setiap saya ingin melihat logint tersimpan saya selalu keluar apk secara langsung? Sudah saya kirim laporan bug. Saya perlu melihat login tersimpan saya agar saya tau keamanan data saya ya. Segera diperbaiki.,logint simpan apk langsung kirim lapor bug login simpan tau aman data ya baik
52,0,Instagram saya kecewa dengan Instagram karena saya kira akun saya yang berrmasalah tapi ternyata bukan saya sudah berkali-kali mencoba tapi hasilnya tetap sama tolong di perbaiki,instagram kecewa instagram akun berrmasalah berkalikali coba hasil tolong baik
53,0,"Kecewa, marah, kesel krn link di bio tidak dpt di klik, pdhal sebelum update msh bisa, layar kadang jd hitam. What's wrong? Tolong diperbaiki ya...",kecewa marah kesel taut bio klik update layar kadang hitam whats wrong tolong baik ya
54,0,Semenjak ada update saya tidak bisa masuk ke Instagram tolong dong dibalikin lagi tampilannya seperti dulu. Akun satu satunya udh puluhan tahun kok bisa hilang,semenjak update masuk instagram tolong dibalikin tampil akun satu puluh hilang
55,0,"Semakin di UpDate,Semakin kurang seru memakainya.krna 1) reels yg kita buat sndiri setelah di upload atau di posting akan membesar videonya. 2)boomerangnya klo di pakai selalu membesar jg penhambilannya setelah di simpan. Dan terahir ini stlh di UpDate lgi videonya yg di dpt g bs di smpn lgi",updatesemakin seru memakainyakrna reels upload posting besar video boomerangnya pakai besar penhambilannya simpan terahir update video smpn
56,0,"aplikasi banyak bug saat reset sandi tidak ada pesan masuk,kalo develop nya gamampu ngurusin bug ini hapus aja ig ini.",aplikasi bug reset sandi pesan masukkalo develop nya gamampu urus bug hapus ig
57,0,"Kenapa sekarang sekarang Instagram makin menurun sistem nya, komplain saya.. saya login ke akun IG saya kok sering error dengan muncul tulisan (maaf kesalahan coba lagi) sering loh kayak gini dan saya hafal ingat betul kata sandi saya Perbaiki dong developer",instagram turun sistem nya komplain login akun ig error muncul tulis maaf salah coba loh hafal sandi baik developer
58,0,"makin kesini makin ga jelas, sumpah tekanan bgt pake ig niatnya mau healing malah error trs suka lama bgt loadingnya, mau nyalahin hp tapi hp ku hp baru, mau nyalahin jaringan tapi aku buka yt fine fien aja",kesini sumpah tekan banget pakai ig niat healing error suka banget loadingnya nyalahin hp hp ku hp nyalahin jaring buka yt fine fien
59,0,"Sangat disayangkan sering terjadi bug tiba tiba keluar sendiri dari akun,terjadi hitam menjadi putih,saat siaran langsung terkadang tidak bisa disentuh,mohon developer diperbaiki lagi.",sayang bug akunterjadi hitam putihsaat siar langsung terkadang disentuhmohon developer baik
60,0,"Kenapa pas saya update, kalau ngevidio Hasil KAMERA nya BLUR PECAH biasa nya gk gini. Tolong di perbaiki. Jelek jadi nya hasil kamera saya.!!!!!?????",pas update ngevidio hasil kamera nya blur pecah nya tolong baik jelek nya hasil kamera
61,0,"Lah kok diupdate malah gak bisa lagi buat reel , musicgak bisa di search untuk postingan video, harus pake app ke3 lagi.. Hahh diperbaiki dong , diupdate malah tambah gak bagus 🤦‍♀️🤦‍♀️",diupdate reel musicgak search postingan video pakai app hahh baik diupdate bagus
62,0,"Semenjak saya update kenapa nggak berkembang malah tambah parah ya? Ig malah menampilkan akun2 yang tidak saya ikuti dan terlalu banyak iklan, membalas DM juga tidak bisa digeser lagi pesannya untuk membalas.",semenjak update kembang parah ya ig tampil akun ikut iklan balas dm geser pesan balas
63,0,"Akun tiba2 logout sendiri. Login lg tidak bisa. Reset lewat email, udah sesuai petunjuk tidak bisa jg. muncul ""Maaf kami tidak dapat menyelesaikan permintaan anda. coba lagi setelah beberapa saat"". Instagramnya error atau akun saya dibajak?",akun logout login reset email sesuai tunjuk muncul maaf selesai minta coba instagramnya error akun bajak
64,0,"Akun saya tiba2 gk bisa di reload, padahal waktu sebelum di perbaharui aman2 aja. Kecewa bgt, jgn smpe aja akun saya kehapus dari pihak ig nya",akun reload baharu aman kecewa banget akun hapus ig nya
65,0,"Kenapa Instagram jadi jelek gini si. Berkali"" hapus link di bio gak ke update"" juga, udah login logout masih sama aja. Perbaiki lagi dong, masa ada fitur nya gak jalan di aplikasi yg banyak pengguna nya.",instagram jelek si kali hapus taut bio update login logout baik fitur nya jalan aplikasi guna nya
66,0,"Ini kenapa yah? Saat saya ingin masuk lalu ingin login kembali ke Instagram tapi tiba tiba disuruh login ke akun padahal nggak keluar/logout... Pas mau login ke akun malah ga bisa dikiranya no. Yang dipake nggak terdaftar anehnya disitu, pas saya coba beberapa kali tetep ga bisa... Tolong diperbaiki kembali bug nya",yah masuk login instagram suruh login akun keluarlogout pas login akun kira nomor pakai daftar aneh situ pas coba kali tolong baik bug nya
67,0,"Story instagram kembalikan seperti sebelumnya. Urutkan didepan dari yang terbaru jangan yang ter lama, karna sering terlewat info terbaru.",story instagram kembali urut depan baru ter lewat informasi baru
68,0,"saya tidak bisa memakai tautan di bio (ada masalah coba lagi), pada waktu itu sudah saya tautkan di bio saya linknya tapi tiba-tiba hilang dan saya coba lagi pada akhirnya ada pemberitahuan ( ada masalah, Coba Lagi ) sampai beberapa hari berturut- turut. padahal udh di update, hapus cache. Tolong di bantu dan di perbaiki secepatnya",pakai taut bio coba taut bio linknya tibatiba hilang coba pemberitahuan coba update hapus cache tolong bantu baik cepat
69,0,Saya tidak bisa menggunakan filter kamera. Padahal biasa ny baik2 aj skrg semua filter nya gx bisa di gunain meski pun udh ganti yg baru apl instagram ny jga sudh di apdet ulang tapi tetap gx bisa di gunakan filter ny,filter kamera ny filter nya gunain ganti apl instagram ny sudh apdet ulang filter ny
70,0,"Terlalu banyak bug tiba² tautan link di bio hilang, padahal udah di update tetapi tetap saja tidak bisa. Klo udah bisa baru saya kasih bintang 5",bug tiba taut taut bio hilang update kasih bintang
71,0,"Instagram dah bagus cuman kenapa pas daftar malah di bikin ribet sama pemilihan nama yg gk sesuai terus, pas udah ngikutin saran dari apknya malah gk bisa juga, terus maunya apa coba.",instagram bagus pas daftar bikin ribet pilih nama sesuai pas ikut saran apknya mau coba
72,0,"Makin ke sini makin gak nyaman aku pengguna andro kalau bikin caption di cerita pasti selalu font nya jadi blur/gak jelas. Makindi update malah makin eror, bagi pengguna ip sih font nya tetap gak berubah",nyaman guna andro bikin caption cerita font nya blurgak makindi update eror guna ip sih font nya ubah
73,0,"Ig sekarang banyak bug misalnya di kolom komentar sering jawaban komentar tidak nyambung, atau tiba² opsi kirim komentar muncul dan nggak bisa diclose kecuali aplikasinya dibuka ulang",ig bug kolom komentar komentar nyambung tiba opsi kirim komentar muncul diclose kecuali aplikasi buka ulang
74,0,Kenapa tiba tiba tdk bs mengganti link pada bio? Semenjak di update ko jd bnyk kendala yaaa? Bahkan bnyk juga keluhan2 lain dr para pengguna. Tolong di respon dan di perbaiki sistemnya ya,ganti taut bio semenjak update ko kendala yaaa keluh guna tolong respon baik sistem ya
75,0,apa nih udh di update malah makin absurd amat buat foto bisa klo nyimpen ga bisa alias lama banget buat nyimpen trs gaada fitur translate nyaaaa tolong dong. Terus kenapa muncul foto lama bukan foto terbaru tolong Instagram sekarang kok kaya gini,nih update absurd foto nyimpen alias banget nyimpen fitur translate nyaaaa tolong muncul foto foto baru tolong instagram kaya
76,0,"instagram makin gajelas, kmrn hp hbs kerestart, skrng dipake login ig gabisa katanya nunggu bbrp menit, udh ditunggu, nyoba login ttp gabisa, udah ada 4-6 hari an bolak balik nyoba ttp gabisa, tolong diperbaiki secepatnya.",instagram kemarin hp habis kerestart pakai login ig nunggu menit tunggu nyoba login ttp an bolak nyoba ttp tolong baik cepat
77,0,"Setelah diperbarui kenapa untuk sekali foto dapet banyak fiturnya hilang. Padahal lebih gampang karena tidak harus sekali foto simpan, sekali foto simpan. Tolong fiturnya dilengkapi lagi",baru foto dapet fiturnya hilang gampang foto simpan foto simpan tolong fiturnya lengkap
78,0,"Gak jelas banget anjir,udah 1 minggu gak bisa login sama sekali.banyak kerjaan numpuk di Instagram ni admin.tolong dong proses.masa' mau login silakan coba sesaat lagi tulisan nya",banget anjirudah minggu login sekalibanyak kerja numpuk instagram ni admintolong prosesmasa login sila coba tulis nya
79,0,"Gajelas lu ya, tidak bisa memuat efek, mksdny apasi ganggu tau ga, pdahl pengen nyoba filter terbaru malah kek gitu selalu aja tidak bisa memuat efek, hapus data pun sama hapus cache pun sama log in log out pun sama download ulang pun sama masih tidak bisa memuat efek!!",ya muat efek mksdny apas ganggu tau pdahl nyoba filter baru muat efek hapus data hapus cache log in log out download ulang muat efek
80,0,"Tambahin fitur ngeliat post yg pernah kita liat, apaan orng post video yg ad tulisannya, gak bisa d pause, gak bisa d tahan pake tap, kek mana mau baca nya tod?",tambahin fitur post lihat orang post video tulis d pause d tahan pakai tap baca nya tod
81,0,"Bug parahhhh, di profil bagian web ada link nya. Tpi pas mau di ganti link nya ternyata kosong. Pas di isi malah suruh coba lagi. Hadehhhh",bug parahhhh profil situs taut nya pas ganti taut nya kosong pas isi suruh coba hadehhhh
82,0,"Aku benci instagram yang baru di update karena orang yang aku follow malah jadi seperti di unfollow balik bukanya malah jadi lebih baik dan canggih tapi malah jadi bug,tolong developer perbaikin instagram ini jika tidak aku dan teman yang lain akan hapus aja daripada menggunakan ini",benci instagram update orang follow unfollow buka canggih bugtolong developer perbaikin instagram teman hapus
83,0,Kenapa sudah di update aplikasi nya semakin tidak enak digunakan 😥😥 Tidak bisa melihat reels... Sudah coba isi kuota dengan 2 kartu perdana,update aplikasi nya enak reels coba isi kuota kartu perdana
84,0,Udah di update brp x dari awal bulan... Smpe skrg ig nya mash g bsa .. mnyiapkan bhs indo lah... Pke inggrs jg sama aja... Beranda ga ke update lbh dri smnggu... Makin ga enk di pake. Tlong jgn di perbaiki terus tpi relevan dong,update x ig nya mnyiapkan bahasa indonesia pakai inggrs beranda update smnggu enak pakai tolong baik relevan
85,0,"Ig semakin ngeselin anjir, masa udah download efek, udah dicoba berkali kali tetep muter"", ga muncul efeknya padahal wifinya lancar Tolong dibetulkan lagi",ig ngeselin anjir download efek coba kali kali putar muncul efek wifinya lancar tolong betul
86,0,"Search engine bagian musik tidak berfungsi, dulu bisa search banyak lagu, tapi sekarang kok ga bisa, tolong di perbaiki!!!!",search engine musik fungsi search lagu tolong baik
87,0,Instagram tolong dong Perbakin skrng masa Ig ngebug akun ga bisa masuk ktnya nama pengguna salah pdhl jelas jelas udh betul udh coba juga ttp ga bisa tolong perbaiki skrng!!!!!!!!!!!,instagram tolong perbakin ig ngebug akun masuk nama guna salah coba ttp tolong baik
88,0,Efek nya kurang bagus terlebih lagi kalau Instagram ini terhapus tidak bisa mengunakan aku yg kita gunakan sebelumnya tolong di perbaiki lagi 😖😖😖 apa lagi perlu banyak MB jadi memori saya penuh,efek nya bagus instagram hapus tolong baik mbak memori penuh
89,0,"Kenapa bug macam ini sih pas pake filter, filternya ga bisa di gunain dan juga mohon di perbaiki lagi saya kasih bintang 2 dulu kalau dah bisa di gunakan saya ganti 5",bug sih pas pakai filter filter gunain mohon baik kasih bintang ganti
90,0,"Kok habis update, malah sering error sih Apalagi mau edit sampul sorotan juga lama banget loadingnya. Tolong dong ubah seperti semula ajj",habis update error sih edit sampul sorot banget loadingnya tolong ubah ajj
91,0,"Apk ny ga bisa di update, dan saya hapus apk ternyata tidak bisa di instal lagi, dan semua filter ny ga bisa di instal mohon di perbaiki lagi",apk ny update hapus apk instal filter ny instal mohon baik
